country,description,designation,points,price,province,region_1,title,variety,year,category,price_range
Germany,"While herbaceous and green on the nose, this almost-dry kabinett is luscious and fruity on the palate, with bursts of white grapefruit and tangerine. It's bold and expansive in mouthfeel, with a brace of citrus pith on the finish.",Baron K Kabinett,90,18.0,Rheingau,,Baron Knyphausen 2011 Baron K Kabinett Riesling (Rheingau),Riesling,2011.0,4/6 Excellent,Up to 20€
Germany,"Breathtaking scents of white peach and blossom introduce this pristinely peachy wine. It's invigoratingly fresh, laced by a gossamer fringe of sweetness and vivacious lemon-lime acidity that lingers on and on. Delicately textured yet deeply penetrating.",Spätlese,93,31.0,Rheingau,,Schloss Vollrads 2014 Spätlese Riesling (Rheingau),Riesling,2014.0,4/6 Excellent,Up to 50€
Germany,"Hints of burnt sugar and spice accentuate honeyed peach, tangerine and melon in this deeply fruity auslese. It's lip-smacking sweet and ethereal in texture, filling the palate with crystalline shards of citrus, salt and mineral. Delicious and complex already, but sure to improve further through at least 2030.",Scharzhofberger Auslese #19 Grosse Lage,94,70.0,Mosel,,Reichsgraf von Kesselstatt 2014 Scharzhofberger Auslese #19 Grosse Lage Riesling (Mosel),Riesling,2014.0,5/6 Superior,Up to 100€
Germany,"Honeysuckle perfume introduces this fragrant fresh Riesling. A shade off dry on the palate, it balances spine-tingling lemon and tangerine flavors against earthier notes of wax and crushed minerals. Drink now through 2019.",Devon,89,18.0,Mosel,,Richard Böcking 2015 Devon Riesling (Mosel),Riesling,2015.0,3/6 Very Good,Up to 20€
Germany,"Pretty cherry blossom perfume wafts midst dusty granite and crushed mineral tones in this approachable Spätburgunder. While a touch more nuanced than the producer's basic-label Pinot, it shares its juicy, easy black cherry and plum flavors. Sunny acidity and fine, yielding tannins add to its easy drinking feel. Drink now through 2020.",Neipperger Trocken,89,36.0,Württemberg,,Grafen Neipperg 2014 Neipperger Trocken Spätburgunder (Württemberg),Spätburgunder,2014.0,3/6 Very Good,Up to 50€
Germany,"Aromatically subtle with scents of delicate stone fruit marked by flint and slate, this Riesling builds in intensity on the palate with loads of luscious white-peach flavor. It's delicate and crisp on the palate with a long, white-tea finish.",Bernkasteler alte Badstube am Doctorberg Spätlese,91,33.0,Mosel,,Dr. Heidemanns-Bergweiler 2011 Bernkasteler alte Badstube am Doctorberg Spätlese Riesling (Mosel),Riesling,2011.0,4/6 Excellent,Up to 50€
Germany,"Delicate and dancing on the palate, this light-footed Riesling highlights crystalline mineralilty against a backdrop of zesty grapefruit, lime and lemon flavors. Off dry in style, it finishes moderately long with lingering hints of bramble and crushed stones.",Lieserer Niederberg Helden Kabinett,89,19.0,Mosel,,Thanisch 2015 Lieserer Niederberg Helden Kabinett Riesling (Mosel),Riesling,2015.0,3/6 Very Good,Up to 20€
Germany,"A mixture of mineral and spice accompanies the lemon and apricot fruit in this tangy, focused Riesling. There's plenty of intensity and an energizing balance of fresh acidity and lingering sweetness. Drink now or age four to five years.",Wehlener Sonnenuhr Spätlese,90,30.0,Mosel,,Markus Molitor 2008 Wehlener Sonnenuhr Spätlese Riesling (Mosel),Riesling,2008.0,4/6 Excellent,Up to 50€
Germany,"Touches of honey, saffron and spice lend warmth and suppleness to this dry, exceptionally brisk Riesling. It's a bit lean on the palate, but vivaciously fresh, finishing on a deliciously astringent bite of lime pith.",Hochheimer Trocken,89,28.0,Rheingau,,Domdechant Werner 2013 Hochheimer Trocken Riesling (Rheingau),Riesling,2013.0,3/6 Very Good,Up to 50€
Germany,"The nose of this Lemberger is austere, with just a whisper of black plum and sweet spice. The palate is more buoyant, with a rich, deep, black cherry-and-plum profile marked by reverberating acidity and layers of fine, velvety tannins.",Schwaigerner Ruthe,87,51.0,Württemberg,,Grafen Neipperg 2009 Schwaigerner Ruthe Lemberger (Württemberg),Lemberger,2009.0,3/6 Very Good,Up to 100€
Germany,"Frankly sweet and almost flabby, with plenty of sugar, petrolly minerality and ripe pear flavors, but this wine lacks the buoyant citrusy zest needed for balance and length.",Westhofener Kirchspiel Spätlese,85,32.0,Rheinhessen,,Groebe 2005 Westhofener Kirchspiel Spätlese Riesling (Rheinhessen),Riesling,2005.0,2/6 Good,Up to 50€
Germany,"Aromas of honey and freesia penetrate from start to finish on this fruity wine sourced from one of Prinz zu Salm's finest vineyard sites. Ethereal on the palate, it balances penetrating stone-fruit flavors with nervous lemon acidity and whiffs of orange rind and spice on the finish.",Berg Roxheim Grosse Lage Spätlese,91,49.0,Nahe,,Prinz Salm 2012 Berg Roxheim Grosse Lage Spätlese Riesling (Nahe),Riesling,2012.0,4/6 Excellent,Up to 50€
Germany,"Swathes of fresh green herbs and florals refresh tart yellow plum and peach notes in this racy, light-footed Riesling. Juicy stone fruit flavors are accented with long streaks of wax and lanolin that lend density and viscosity to the long, long finish. Gorgeous now, but likely to improve through 2025,",Piesporter Goldtröpfchen Spätlese Erste Lage,93,42.0,Mosel,,St. Urbans-Hof 2013 Piesporter Goldtröpfchen Spätlese Erste Lage Riesling (Mosel),Riesling,2013.0,4/6 Excellent,Up to 50€
Germany,"Intensely slatey, even smoky mineral tones distinguish Maximin Grünhäuser's Abtsberg spätlese from the Herrenberg. It shares the same sweet-tart peach and apricot fruit profile, but it's deeper, reverberating minerality gives the Absberg refined elegance. The finish is zesty and strong.",Abtsberg Spätlese,93,38.0,Mosel,,Maximin Grünhäuser 2014 Abtsberg Spätlese Riesling (Mosel),Riesling,2014.0,4/6 Excellent,Up to 50€
Germany,"Fresh, primary red cherry and raspberry flavors are punchy and bright on this easygoing Pinot Noir for everyday enjoyment. It's not a complex wine but pristinely fruity, balanced neatly by a crush of cranberry acidity. The finish lingers elegantly marked by fine, feathery tannins.",Undone,89,11.0,Rheinhessen,,P.J. Valckenberg 2015 Undone Pinot Noir (Rheinhessen),Pinot Noir,2015.0,3/6 Very Good,Up to 20€
Germany,"Kesseler's standard-label Pinot Noir is gorgeously perfumed with notes of violet, spice and vanilla that meld seamlessly into a backdrop of concentrated black cherries and plums. It's lavishly oaked, yet elegantly composed with brisk sour-cherry acidity and integrated alcohol. Delicious now, but should settle nicely through 2019.",Trocken,92,62.0,Rheingau,,August Kesseler 2011 Trocken Pinot Noir (Rheingau),Pinot Noir,2011.0,4/6 Excellent,Up to 100€
Germany,"Exotically floral and spicy, this delivers an intoxicating blend of exuberance and elegance. While delicately framed, the palate is rich, ripe and juicy, with sweet yellow-cherry and apricot flavors, and a slick of wax and honey. It's brisk and nervy, yet finishes remarkably long, with a swathe of green herbal tones.",Scharzhofberger Spätlese,93,30.0,Mosel,,Bischöfliche Weingüter Trier 2012 Scharzhofberger Spätlese Riesling (Mosel),Riesling,2012.0,4/6 Excellent,Up to 50€
Germany,"While expressive on the nose with scents of dried cherries, potpourri and spice, the palate on this Pinot Noir is rather savory and austere. Fresh with green herbs and a tart sour-cherry profile, it makes a brisk companion to an array of light meat and game dishes.",Malterdinger Trocken,88,49.0,Baden,,Huber 2010 Malterdinger Trocken Pinot Noir (Baden),Pinot Noir,2010.0,3/6 Very Good,Up to 50€
Germany,"Ripe, almost ruddy, notes of blackberry and cherry penetrate the core of this bold, lusciously textured Pinot Noir. Its fruit flavors show freshly still, but glimmers of autumn leaves and tilled earth suggest a deepening earthiness with age. Drink now through 2020.",XII Trauben Trocken,92,62.0,Ahr,,Winzergenossenschaft Mayschoss-Altenahr 2012 XII Trauben Trocken Spätburgunder (Ahr),Spätburgunder,2012.0,4/6 Excellent,Up to 100€
Germany,"Wisps of smoke and crushed rock imbue this dry, broadly textured wine. Lemon and lime acidity strike the midpalate like a laser before melting into the mineral-rich sheen that extends the finish. It's remarkably bold for a Mosel Riesling, yet never loses it's elegant appeal.",Brauneberger Juffer Sonnenuhr Trocken GG,93,56.0,Mosel,,Fritz Haag 2013 Brauneberger Juffer Sonnenuhr Trocken GG Riesling (Mosel),Riesling,2013.0,4/6 Excellent,Up to 100€
Germany,"Enticing, with notes of candle wax, spice and zesty lemon, this off-dry blend of Müller-Thurgau and Riesling is deeply concentrated with white peach and apricot flavors. It's weighty and rich in feel, with streaks of mineral that add delicate complexity to the finish.",Piesporter Michelsberg Qualitätswein,88,10.0,Mosel,,Karl Josef 2011 Piesporter Michelsberg Qualitätswein White (Mosel),White Blend,2011.0,3/6 Very Good,Up to 10€
Germany,"Whiffs of chalk and slate lend a mineral tone to aromas of honey and white peach on this unctuously sweet, yet nuanced Riesling. Ripe mango and yellow cherry flavors are densely concentrated on the palate, yet lifted by bursts of tangerine acidity. Finishes endlessly long with a lingering spray of blossoms.",Wehlener Sonnenuhr Auslese,93,57.0,Mosel,,Joh. Jos. Prüm 2012 Wehlener Sonnenuhr Auslese Riesling (Mosel),Riesling,2012.0,4/6 Excellent,Up to 100€
Germany,"Chamomile blossoms seem to perfume this delicately fruity, floral wine. Medium-sweet in style, it's dainty and spry, showering the palate with sweet Meyer lemon, lime and honey. It's pristine through a long meandering finish.",Goldtröpfchen Piesport Auslese Erste Lage,91,60.0,Mosel,,St. Urbans-Hof 2014 Goldtröpfchen Piesport Auslese Erste Lage Riesling (Mosel),Riesling,2014.0,4/6 Excellent,Up to 100€
Germany,"White blossoms and summer peaches persist from nose to finish here. The palate is lusciously sweet, dripping with ripe, rich apricot and tangerine flavors, but a backdrop of lime acidity makes it refreshing too. Drink now through 2021.",Johannisberger Klaus Spätlese,90,40.0,Rheingau,,Johannishof 2014 Johannisberger Klaus Spätlese Riesling (Rheingau),Riesling,2014.0,4/6 Excellent,Up to 50€
Germany,"Zesty lemon and lime aromas add elegance to unctuous white peach and apricot flavors on this delicate, yet remarkably complex wine. Off-dry in style, it balances a youthful fruit profile with nuanced shades of smoke and earth. Nervy citrus acidity drives a long, focused finish.",Nik Weis Wiltinger Alte Reben Ortswein Kabinett Feinherb,91,19.0,Mosel,,St. Urbans-Hof 2012 Nik Weis Wiltinger Alte Reben Ortswein Kabinett Feinherb Riesling (Mosel),Riesling,2012.0,4/6 Excellent,Up to 20€
Germany,"Mid-gold in color, with attractive aromas of ripe stone fruits. Focused by earthy minerality, this is dry and crisp, with abundant fruit in the mouth: peach, apricot, orange peel and spice. Nicely balanced, with a long, minerally finish.",Westhofener Trocken,90,47.0,Rheinhessen,,Wittmann 2008 Westhofener Trocken Riesling (Rheinhessen),Riesling,2008.0,4/6 Excellent,Up to 50€
Germany,"Intensely mineral on the nose, followed up on the palate by flavors of crushed vitamin tablets, wet stone and brine. Despite some residual sweetness, the overall impression is of salty, mineral dryness coupled with tart, citrusy flavors on the finish.",Medium-Dry,88,22.0,Nahe,,Schäfer-Fröhlich 2007 Medium-Dry Riesling (Nahe),Riesling,2007.0,3/6 Very Good,Up to 50€
Germany,"While zesty lime notes stand firm from start to finish, plump, white peach and tangerine flavors seem to melt into the palate of this off-dry Riesling. Lavish, yet composed, it's a showcase of ripeness maintained in balance. An irresistible sip, pour after pour.",Qualitätswein,90,20.0,Rheingau,,Schloss Vollrads 2013 Qualitätswein Riesling (Rheingau),Riesling,2013.0,4/6 Excellent,Up to 20€
Germany,"Layers of smoke, slate, saffron and pollen lend earthy, mineral complexities to bright honey and tangerine flavors in this off-dry kabinett. It's brisk and refreshingly juicy yet intriguingly nuanced. Drink now through 2018.",Kabinett,89,12.0,Mosel,,Heinz Eifel 2014 Kabinett Riesling (Mosel),Riesling,2014.0,3/6 Very Good,Up to 20€
Germany,"Touches of fennel and saffron lend an earthy touch to this sweet, silky nectar of peach and marmalade. While lavishly glycerin on the tongue, the palate extends to a bristling lemon-lime finish. Penetratingly fruity, yet anchored with acidity and minerality, this is delicious now but has a bold future through the next decade.",Berncasteler Doctor Auslese,94,52.0,Mosel,,Dr. H. Thanisch (Erben Müller-Burggraef) 2012 Berncasteler Doctor Auslese Riesling (Mosel),Riesling,2012.0,5/6 Superior,Up to 100€
Germany,"Whiffs of blossom accent fresh apple aromas on this just off-dry Riesling. The palate is intensely fruity with ripe, rich apricot and white peach flavors yet cut with bristling lime acidity. Refreshing yet deeply satisfying.",Kiedrich Ortslage Kabinett Feinherb,90,31.0,Rheingau,,Baron Knyphausen 2012 Kiedrich Ortslage Kabinett Feinherb Riesling (Rheingau),Riesling,2012.0,4/6 Excellent,Up to 50€
Germany,"Penetrating veins of slate and smoke meander through crisp cantaloupe, lemon and lime in this elegant semidry Riesling. Racy and taut with acidity, the palate is punctuated by a lingering honey and steel finish. Drink now through 2025.",Herrenberg Spätlese Grosse Lage,91,38.0,Mosel,,Maximin Grünhäuser 2015 Herrenberg Spätlese Grosse Lage Riesling (Mosel),Riesling,2015.0,4/6 Excellent,Up to 50€
Germany,"Medium in body yet with a slightly viscous texture, this entry-level offering shows some petrolly minerality and mirabelle plum tartness. It's a solid effort, just lacks the vivacious, forward fruit you might expect in a young Riesling.",P2 Two Princes,84,13.0,Nahe,,Prinz Salm 2007 P2 Two Princes Riesling (Nahe),Riesling,2007.0,2/6 Good,Up to 20€
Germany,"Fresh apple and lemon aromas are subtly accented with hints of saffron on this spicy-sweet Riesling full of ripe yellow-cherry and nectarine flavors. Piercing lemon-lime acidity lends a nervous, dancing quality to the palate. It finishes with a murmur of jasmine-tea astringency.",Brauneberger Juffer Auslese,92,46.0,Mosel,,Fritz Haag 2012 Brauneberger Juffer Auslese Riesling (Mosel),Riesling,2012.0,4/6 Excellent,Up to 50€
Germany,"While fresh pink grapefruit and Meyer lemon notes shine brightly on the nose and palate of this off-dry Riesling, there's a touch of savory allium that distracts. It's a juicy easygoing wine with approachably soft, sunny acidity. Drink now.",Mettenheimer Kabinett,86,13.0,Rheinhessen,,Schäfer 2014 Mettenheimer Kabinett Riesling (Rheinhessen),Riesling,2014.0,2/6 Good,Up to 20€
Germany,"Brisk and nervous on the palate, with searing lemon-lime acidity, this slightly off-dry wine is well-balanced, with delicate apple and blossom flavors. It's long and mineral on the finish, with just a touch of sweet white peach.",Bernkasteler-Kues Kabinett Feinherb Gold Edition,88,17.0,Mosel,,Peter Mertes 2011 Bernkasteler-Kues Kabinett Feinherb Gold Edition Riesling (Mosel),Riesling,2011.0,3/6 Very Good,Up to 20€
Germany,"Intense citrus notes perfume this bright, sunny off-dry Riesling. Yellow peach and pear flavors are rich and ripe on the palate, but balanced by a firm strike of lemon acidity. Finishes moderately long.",Two Princes,89,17.0,Rheinhessen,,Prinz Salm 2013 Two Princes Riesling (Rheinhessen),Riesling,2013.0,3/6 Very Good,Up to 20€
Germany,"There's nothing flashy about this dry, delicately framed Riesling. It's quietly elegant, focused on pristine lemon and lime flavors, along with bitter citrus pith on the finish.",Rüdesheimer Berg Rottland Kabinett Trocken,87,20.0,Rheingau,,Dr. Nägler 2013 Rüdesheimer Berg Rottland Kabinett Trocken Riesling (Rheingau),Riesling,2013.0,3/6 Very Good,Up to 20€
Germany,"Robust in body yet squarely structured, the Franz Anton shows more ripeness and concentration than the producer's standard-label bottling. Fleshy black cherry and berry flavors are ripe, but are offset by crisp acidity and a shroud of smoke and toast that accents without overwhelming. It's bold and penetrating, with a long finish marked by fine, persistent tannins. Delicious already, but bold enough to improve through at least 2030.",Franz Anton Schwarzer Adler,94,42.0,Baden,,Franz Keller 2014 Franz Anton Schwarzer Adler Pinot Noir (Baden),Pinot Noir,2014.0,5/6 Superior,Up to 50€
Germany,"Zesty lemon and lime skins perfume this dry, steely Riesling. It's bold in body yet edged with razor-sharp acidity. The midpalate yields slowly with touches of quince and tangerine that linger nicely through the finish.",Johannisberg Wallhausen Trocken GG Erste Lage,89,70.0,Nahe,,Prinz Salm 2013 Johannisberg Wallhausen Trocken GG Erste Lage Riesling (Nahe),Riesling,2013.0,3/6 Very Good,Up to 100€
Germany,"Dusty mineral complexities juxtapose luscious melon, peach and Mandarin orange flavors in this dry-style blend of Gewürztraminer and Riesling. Perfumed on the nose and silky on the palate, it's a widely appealing wine with a brisk, composed finish. Drink now through 2020.",Biodynamite,90,27.0,Pfalz,,Pflüger 2015 Biodynamite White (Pfalz),White Blend,2015.0,4/6 Excellent,Up to 50€
Germany,"Starts off with aromas of green gage plum and hints of honey, but on the palate this is powerful and tightly coiled. It even seems a bit lean at this stage, with a bit of spritz, but expect it to improve markedly over the next 2–3 years. For now, the potential is all evident in the tremendous length on the finish.",Im Sonnenschein Grosses Gewächs,91,90.0,Pfalz,,Ökonomierat Rebholz 2007 Im Sonnenschein Grosses Gewächs Riesling (Pfalz),Riesling,2007.0,4/6 Excellent,Up to 100€
Germany,"While the nose is plush and tropical, there's elegance and restraint on the palate of this complex dry Riesling. It's delicate in body, yet its honeyed lemon and tangerine flavors are bold and penetrating. The finish is long and edged in steel, with a pleasantly astringent kick of lime zest. Beautiful already, it should improve through the next decade.",Steinmetz und Hermann Ürziger Würzgarten Alte Reben,94,55.0,Mosel,,Dr. Hermann 2015 Steinmetz und Hermann Ürziger Würzgarten Alte Reben Riesling (Mosel),Riesling,2015.0,5/6 Superior,Up to 100€
Germany,"Steely and focused, this invigorating dry Riesling maintains the classic mineral gravitas of the Mosel. While not severe in style, it's still tightly wound, with tart tangerine and lime flavors that are invigorating and racy. Given some time, its subtle honey and citrus flavors should flourish. Drink from 2020.",Scharzhofberger Trocken Grosse Lage,93,50.0,Mosel,,Reichsgraf von Kesselstatt 2015 Scharzhofberger Trocken Grosse Lage Riesling (Mosel),Riesling,2015.0,4/6 Excellent,Up to 50€
Germany,"Initially plush, rounded sweet yellow apple and lemon drop flavors get a kick of acidity on the midpalate of this bright, fruity wine. Fresh and precisely framed, its finish is piercing and linear. Drink now through 2019.",Rhein,89,19.0,Germany,,J. Bäumer 2015 Rhein Riesling (Germany),Riesling,2015.0,3/6 Very Good,Up to 20€
Germany,"Fragrant notes of tangerine and yuzu peel abound on this citrusy dry Riesling. The palate is cutting and fresh, full of juicy white grapefruit and lime flavors. Light bodied yet satisfyingly thirst quenching, it finishes long with invigorating minerality.",Apollo Dry,90,29.0,Mosel,,Von Schleinitz 2015 Apollo Dry Riesling (Mosel),Riesling,2015.0,4/6 Excellent,Up to 50€
Germany,"Smoke, earth and bramble tones meander amidst tart stone fruit and tangerine flavors in this bristling kabinett. Off dry in style, it's juicy and effortlessly quaffable, yet subtly nuanced with lingering hints of blossom, saffron and herb.",Brauneberger Kabinett,92,32.0,Mosel,,Fritz Haag 2013 Brauneberger Kabinett Riesling (Mosel),Riesling,2013.0,4/6 Excellent,Up to 50€
Germany,"A standout amidst a stellar lineup of 2013 Rheingau auslese, this deeply concentrated, complex Riesling is a kaleidescope of sensory offerings. Pretty white floral notes perfume swathes of marmalade and crushed minerals. It's unctuous yet spine tingling, lithe yet endlessly penetrating on the finish.",Rosalack No. 398 Auslese,95,160.0,Rheingau,,Schloss Johannisberger 2013 Rosalack No. 398 Auslese Riesling (Rheingau),Riesling,2013.0,5/6 Superior,Up to 500€
Germany,"Fresh orange peels lend a zesty vibe to summer melon and peach flavors in this decadent, sun-kissed Riesling. It's so delicate in texture, it's as if gossamer layers of acid and sweetness could dance on the palate, but the finish lingers long with a streak of honey, wax and lanolin. Delicious now, but it's components should meld gorgeously from 2017 and on.",Ürziger Würzgarten Auslese,92,55.0,Mosel,,Dr. Hermann 2012 Ürziger Würzgarten Auslese Riesling (Mosel),Riesling,2012.0,4/6 Excellent,Up to 100€
Germany,"Smoke and petrol notes lead off, followed up by hints of dried apricot and fresh peach. This is a thick, viscous dry Riesling, oozing with minerality that persists through the long finish. Although most German producers insist wines like this will age, why wait? Drink it over the next few years.",Hochheimer Domdechaney Erstes Gewächs,91,55.0,Rheingau,,Domdechant Werner 2006 Hochheimer Domdechaney Erstes Gewächs Riesling (Rheingau),Riesling,2006.0,4/6 Excellent,Up to 100€
Germany,"Dusty mineral tones persist throughout this deeply slatey Riesling offsetting sweet streaks of honey and tangerine. It's still a taut, slightly closed wine, but nuanced by intriguing whiffs of saffron and spice. Its intensity should develop from 2018.",BK,92,40.0,Mosel,,Kirsten 2013 BK Riesling (Mosel),Riesling,2013.0,4/6 Excellent,Up to 50€
Germany,"Honey-kissed peaches waft from this ripe, rich off-dry Riesling full of juicy, luscious stone fruit and citrus. It's quaffable and thirst quenching, yet refreshingly brisk with a lingering shower of lemon-lime acidity.",Erdener Treppchen Feinherb,90,20.0,Mosel,,Peter Nicolay 2012 Erdener Treppchen Feinherb Riesling (Mosel),Riesling,2012.0,4/6 Excellent,Up to 20€
Germany,"Tropical mango and guava flavors are cut by racy lime and lemon acidity on this intensely ripe, yet dry, full-bodied Riesling. The palate is lush and weighty, with a smoky, mineral character that lends elegance and complexity.",Ürziger Goldwingert,92,37.0,Mosel,,C.H. Berres 2011 Ürziger Goldwingert Riesling (Mosel),Riesling,2011.0,4/6 Excellent,Up to 50€
Germany,"This stunning TBA is a powerhouse of superripe peach, mango and orange flavors. The palate feels smooth and rich, with honey and marmalade flavors, but it's ethereally light, with a dusty minerality and shrieking lemon acidity that reverberates on the finish. Gorgeous now, but should develop an earthy, honeyed intensity over the next decade.",Wehlener Sonnenuhr Trockenbeerenauslese,96,440.0,Mosel,,S.A. Prüm 2010 Wehlener Sonnenuhr Trockenbeerenauslese Riesling (Mosel),Riesling,2010.0,5/6 Superior,Up to 500€
Germany,"A medium-bodied, dry Silvaner, with modestly earthy, minerally and grapefruity aromas and citrus and mineral flavors. It finishes clean and fresh, with only 11% alcohol. Serve as an apéritif, alone or with passed hors d'oeuvres.",Thüngersheimer Ravensburg Kabinett Trocken,86,20.0,Franken,,Thüngersheim 2007 Thüngersheimer Ravensburg Kabinett Trocken Silvaner (Franken),Silvaner,2007.0,2/6 Good,Up to 20€
Germany,"This wine boasts a lovely nose redolent of dried apricots and bergamot, with fresh, mossy hints on the background. On the palate, it's medium bodied, not overly sweet or concentrated but with clean melon and citrus flavors that finish clean and fresh.",Trabener Würzgarten Beerenauslese 375 ml,90,49.0,Mosel,,Max Wagner 2006 Trabener Würzgarten Beerenauslese 375 ml Riesling (Mosel),Riesling,2006.0,4/6 Excellent,Up to 50€
Germany,"Scents of waxy lemon peels and candles meld with delicate peach on this refreshing off-dry Riesling. On the palate, hints of lemon verbena and lime zest lend a herbal tone that highlights the wine's revitalizing lime-juice finish.",Kabinett,90,32.0,Mosel,,Dr. H. Thanisch (Erben Thanisch) 2012 Kabinett Riesling (Mosel),Riesling,2012.0,4/6 Excellent,Up to 50€
Germany,"Lime pith and tangerine notes lend an intensely zesty, racy feel to this dry, medium-bodied Riesling. The palate is lean but vivaciously fresh, with a pristine, mineral finish.",Hochheimer Kirchenstück Trocken Gold Cap,89,38.0,Rheingau,,Domdechant Werner 2013 Hochheimer Kirchenstück Trocken Gold Cap Riesling (Rheingau),Riesling,2013.0,3/6 Very Good,Up to 50€
Germany,Dusty mineral and pollen notes lend complexity to decadent honey and apricot in this medium-sweet auslese. It's lavish and creamy in texture yet tightly balanced by spine-tingling lemon-lime acidity. It offers an exceptional value for such an opulent wine.,Niersteiner Hipping Auslese,90,15.0,Rheinhessen,,Weingut Georg Albrecht Schneider 2015 Niersteiner Hipping Auslese Riesling (Rheinhessen),Riesling,2015.0,4/6 Excellent,Up to 20€
Germany,"The nose of this dry-style Dornfelder wafts of fresh green herbs and violets, but the palate is plump, almost ruddy, bursting with cherry and berry flavors. Plush acidity is augmented by a fringe of fine tannins, but overall it's an easy, everyday red for youthful consumption.",Mettenheimer Trocken,86,14.0,Rheinhessen,,Schäfer 2014 Mettenheimer Trocken Dornfelder (Rheinhessen),Dornfelder,2014.0,2/6 Good,Up to 20€
Germany,"Char and roasted coffee notes add toasty nuances to ripe black-cherry flavors in this penetrating Pinot Noir. A vein of brisk cranberry acidity runs through the palate, adding zip and verve. It's finely textured, but bold tannins linger on the finish.",Neipperger,90,37.0,Württemberg,,Grafen Neipperg 2011 Neipperger Spätburgunder (Württemberg),Spätburgunder,2011.0,4/6 Excellent,Up to 50€
Germany,"Saffron, fennel and spice are peppered throughout the nose and palate of this savory nuanced Riesling. Off-dry and zesty, it hits the palate with stacatto movements of acidity and sweetness.",Graacher Himmelreich Kabinett,89,23.0,Mosel,,Dr. Pauly Bergweiler 2014 Graacher Himmelreich Kabinett Riesling (Mosel),Riesling,2014.0,3/6 Very Good,Up to 50€
Germany,"Ripe honeydew and peach notes lend a welcome touch of richness to this dry, slightly stark Riesling. The midpalate bristles with acidity, finishing tart and citrusy.",Nackenheimer Kabinett Trocken,86,14.0,Rheinhessen,,Binz 2013 Nackenheimer Kabinett Trocken Riesling (Rheinhessen),Riesling,2013.0,2/6 Good,Up to 20€
Germany,"The aromas are of dark honey—there's almost a roasted quality to them that verges on caramel. The flavors follow in a similar vein, suggesting roasted pineapple and caramelized peach, while the mouthfeel is pleasantly rich and filling.",Abtsberg Auslese,88,49.0,Mosel-Saar-Ruwer,,Maximin Grünhäuser 2006 Abtsberg Auslese Riesling (Mosel-Saar-Ruwer),Riesling,2006.0,3/6 Very Good,Up to 50€
Germany,"One of the palest icewines to come across our tasting table, this is an extraordinarily fine example, with great purity of fruit and incredible balance. Tangerine and pineapple flavors shine with pristine clarity from start to finish, making it very drinkable.",Serrig Schloss Saarsteiner Eiswein,95,448.0,Mosel,,Schloss Saarstein 2009 Serrig Schloss Saarsteiner Eiswein Riesling (Mosel),Riesling,2009.0,5/6 Superior,Up to 500€
Germany,"The nose on this easygoing Riesling is a bit reserved, suggesting hints of stone and bramble. It's quite vibrant on the palate though, offering loads of sweet-tart apple and pear flavors bolstered by zesty tangerine acidity. The finish wraps up brisk and clean.",Relax,88,10.0,Mosel,,Schmitt Söhne 2015 Relax Riesling (Mosel),Riesling,2015.0,3/6 Very Good,Up to 10€
Germany,"Exuberantly blosommy,  with an exotic hint of bergamot, this is a gorgeously perfumed wine. The palate feels startlingly lean and acidic, with bright lemon and lime flavors, but finishes with delicate stone fruit and honey notes.",Dom Off-Dry,89,17.0,Mosel,,Bischöfliche Weingüter Trier 2012 Dom Off-Dry Riesling (Mosel),Riesling,2012.0,3/6 Very Good,Up to 20€
Germany,"A streak of lemon-lime acidity jolts the senses on this unctuously ripe Riesling full of sweet orange and tangerine flavors. It's dancing and light on it's feet, yet powerfully packed with honey and nectar. Penetrating and persistent on the palate.",Piesporter Günterslay Auslese,92,35.0,Mosel,,Ulrich Langguth 2012 Piesporter Günterslay Auslese Riesling (Mosel),Riesling,2012.0,4/6 Excellent,Up to 50€
Germany,"A hint of bramble wafts amidst crisp Asian pear and green apple notes on this invigorating spry Spätlese. Searing lemon-lime acidity is softened by a plump kiss of honeyed apricot on the midpalate. It's elegant, yet accessible, and drinks well now.",Bernkasteler Badstube Spätlese,90,28.0,Mosel,,Dr. Heidemanns-Bergweiler 2014 Bernkasteler Badstube Spätlese Riesling (Mosel),Riesling,2014.0,4/6 Excellent,Up to 50€
Germany,"The scents of dried apricot and honey are made even more captivating by intriguing hints of musky spice. This is viscous, luscious and complex, with bergamot notes that lend another exotic element. Long and mouthwatering on the finish.",Jungfer Auslese,95,44.0,Rheingau,,Prinz 2009 Jungfer Auslese Riesling (Rheingau),Riesling,2009.0,5/6 Superior,Up to 50€
Germany,"Whiffs of vanilla, saffron, peach and yellow cherry lend exotic flair to this unctuous yet delicate dessert wine. A blend of Riesling, Scheurebe and Huxelrebe grapes, its unique composition lends plumpness of fruit balanced by zesty acidity and a lingering waxy sheen. It's sure to be a dramatic finish to an elegant dinner event, yet surprisingly affordable.",Grains Noble,92,37.0,Rheinhessen,,Thörle 2013 Grains Noble White (Rheinhessen),White Blend,2013.0,4/6 Excellent,Up to 50€
